filename,fold,target,category,esc10,src_file,take
dog_1-100032-A-0.wav,1,0,dog,True,100032,A
chirping_birds_1-100038-A-14.wav,1,14,chirping_birds,False,100038,A
vacuum_cleaner_1-100210-A-36.wav,1,36,vacuum_cleaner,False,100210,A
vacuum_cleaner_1-100210-B-36.wav,1,36,vacuum_cleaner,False,100210,B
thunderstorm_1-101296-A-19.wav,1,19,thunderstorm,False,101296,A
thunderstorm_1-101296-B-19.wav,1,19,thunderstorm,False,101296,B
door_wood_knock_1-101336-A-30.wav,1,30,door_wood_knock,False,101336,A
can_opening_1-101404-A-34.wav,1,34,can_opening,False,101404,A
crow_1-103298-A-9.wav,1,9,crow,False,103298,A
door_wood_knock_1-103995-A-30.wav,1,30,door_wood_knock,False,103995,A
door_wood_knock_1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A
clapping_1-104089-A-22.wav,1,22,clapping,False,104089,A
clapping_1-104089-B-22.wav,1,22,clapping,False,104089,B
clapping_1-105224-A-22.wav,1,22,clapping,False,105224,A
dog_1-110389-A-0.wav,1,0,dog,True,110389,A
clapping_1-110537-A-22.wav,1,22,clapping,False,110537,A
thunderstorm_1-115521-A-19.wav,1,19,thunderstorm,False,115521,A
fireworks_1-115545-A-48.wav,1,48,fireworks,False,115545,A
fireworks_1-115545-B-48.wav,1,48,fireworks,False,115545,B
fireworks_1-115545-C-48.wav,1,48,fireworks,False,115545,C
fireworks_1-115546-A-48.wav,1,48,fireworks,False,115546,A
clapping_1-115920-A-22.wav,1,22,clapping,False,115920,A
clapping_1-115920-B-22.wav,1,22,clapping,False,115920,B
clapping_1-115921-A-22.wav,1,22,clapping,False,115921,A
chainsaw_1-116765-A-41.wav,1,41,chainsaw,True,116765,A
airplane_1-11687-A-47.wav,1,47,airplane,False,11687,A
mouse_click_1-118206-A-31.wav,1,31,mouse_click,False,118206,A
pouring_water_1-118559-A-17.wav,1,17,pouring_water,False,118559,A
train_1-119125-A-45.wav,1,45,train,False,119125,A
sheep_1-121951-A-8.wav,1,8,sheep,False,121951,A
water_drops_1-12653-A-15.wav,1,15,water_drops,False,12653,A
water_drops_1-12654-A-15.wav,1,15,water_drops,False,12654,A
water_drops_1-12654-B-15.wav,1,15,water_drops,False,12654,B
church_bells_1-13571-A-46.wav,1,46,church_bells,False,13571,A
church_bells_1-13572-A-46.wav,1,46,church_bells,False,13572,A
clock_alarm_1-13613-A-37.wav,1,37,clock_alarm,False,13613,A
keyboard_typing_1-137-A-32.wav,1,32,keyboard_typing,False,137,A
wind_1-137296-A-16.wav,1,16,wind,False,137296,A
clock_alarm_1-14262-A-37.wav,1,37,clock_alarm,False,14262,A
footsteps_1-155858-A-25.wav,1,25,footsteps,False,155858,A
footsteps_1-155858-B-25.wav,1,25,footsteps,False,155858,B
footsteps_1-155858-C-25.wav,1,25,footsteps,False,155858,C
footsteps_1-155858-D-25.wav,1,25,footsteps,False,155858,D
footsteps_1-155858-E-25.wav,1,25,footsteps,False,155858,E
footsteps_1-155858-F-25.wav,1,25,footsteps,False,155858,F
frog_1-15689-A-4.wav,1,4,frog,False,15689,A
frog_1-15689-B-4.wav,1,4,frog,False,15689,B
fireworks_1-160563-A-48.wav,1,48,fireworks,False,160563,A
fireworks_1-160563-B-48.wav,1,48,fireworks,False,160563,B
cow_1-16568-A-3.wav,1,3,cow,False,16568,A
water_drops_1-16746-A-15.wav,1,15,water_drops,False,16746,A
brushing_teeth_1-17092-A-27.wav,1,27,brushing_teeth,False,17092,A
brushing_teeth_1-17092-B-27.wav,1,27,brushing_teeth,False,17092,B
car_horn_1-17124-A-43.wav,1,43,car_horn,False,17124,A
crackling_fire_1-17150-A-12.wav,1,12,crackling_fire,True,17150,A
helicopter_1-172649-A-40.wav,1,40,helicopter,True,172649,A
helicopter_1-172649-B-40.wav,1,40,helicopter,True,172649,B
helicopter_1-172649-C-40.wav,1,40,helicopter,True,172649,C
helicopter_1-172649-D-40.wav,1,40,helicopter,True,172649,D
helicopter_1-172649-E-40.wav,1,40,helicopter,True,172649,E
helicopter_1-172649-F-40.wav,1,40,helicopter,True,172649,F
drinking_sipping_1-17295-A-29.wav,1,29,drinking_sipping,False,17295,A
rain_1-17367-A-10.wav,1,10,rain,True,17367,A
crackling_fire_1-17565-A-12.wav,1,12,crackling_fire,True,17565,A
insects_1-17585-A-7.wav,1,7,insects,False,17585,A
crackling_fire_1-17742-A-12.wav,1,12,crackling_fire,True,17742,A
crackling_fire_1-17808-A-12.wav,1,12,crackling_fire,True,17808,A
crackling_fire_1-17808-B-12.wav,1,12,crackling_fire,True,17808,B
laughing_1-1791-A-26.wav,1,26,laughing,False,1791,A
frog_1-17970-A-4.wav,1,4,frog,False,17970,A
hen_1-18074-A-6.wav,1,6,hen,False,18074,A
hen_1-18074-B-6.wav,1,6,hen,False,18074,B
helicopter_1-181071-A-40.wav,1,40,helicopter,True,181071,A
helicopter_1-181071-B-40.wav,1,40,helicopter,True,181071,B
engine_1-18527-A-44.wav,1,44,engine,False,18527,A
engine_1-18527-B-44.wav,1,44,engine,False,18527,B
breathing_1-18631-A-23.wav,1,23,breathing,False,18631,A
mouse_click_1-18655-A-31.wav,1,31,mouse_click,False,18655,A
crying_baby_1-187207-A-20.wav,1,20,crying_baby,True,187207,A
frog_1-18755-A-4.wav,1,4,frog,False,18755,A
frog_1-18755-B-4.wav,1,4,frog,False,18755,B
frog_1-18757-A-4.wav,1,4,frog,False,18757,A
hand_saw_1-18810-A-49.wav,1,49,hand_saw,False,18810,A
car_horn_1-19026-A-43.wav,1,43,car_horn,False,19026,A
coughing_1-19111-A-24.wav,1,24,coughing,False,19111,A
coughing_1-19118-A-24.wav,1,24,coughing,False,19118,A
insects_1-19501-A-7.wav,1,7,insects,False,19501,A
sheep_1-196660-A-8.wav,1,8,sheep,False,196660,A
sheep_1-196660-B-8.wav,1,8,sheep,False,196660,B
vacuum_cleaner_1-19840-A-36.wav,1,36,vacuum_cleaner,False,19840,A
vacuum_cleaner_1-19872-A-36.wav,1,36,vacuum_cleaner,False,19872,A
vacuum_cleaner_1-19872-B-36.wav,1,36,vacuum_cleaner,False,19872,B
chainsaw_1-19898-A-41.wav,1,41,chainsaw,True,19898,A
chainsaw_1-19898-B-41.wav,1,41,chainsaw,True,19898,B
chainsaw_1-19898-C-41.wav,1,41,chainsaw,True,19898,C
glass_breaking_1-20133-A-39.wav,1,39,glass_breaking,False,20133,A
cow_1-202111-A-3.wav,1,3,cow,False,202111,A
snoring_1-20545-A-28.wav,1,28,snoring,False,20545,A
toilet_flush_1-20736-A-18.wav,1,18,toilet_flush,False,20736,A
pig_1-208757-A-2.wav,1,2,pig,False,208757,A
pig_1-208757-B-2.wav,1,2,pig,False,208757,B
pig_1-208757-C-2.wav,1,2,pig,False,208757,C
pig_1-208757-D-2.wav,1,2,pig,False,208757,D
pig_1-208757-E-2.wav,1,2,pig,False,208757,E
crying_baby_1-211527-A-20.wav,1,20,crying_baby,True,211527,A
crying_baby_1-211527-B-20.wav,1,20,crying_baby,True,211527,B
crying_baby_1-211527-C-20.wav,1,20,crying_baby,True,211527,C
rain_1-21189-A-10.wav,1,10,rain,True,21189,A
church_bells_1-21421-A-46.wav,1,46,church_bells,False,21421,A
washing_machine_1-21896-A-35.wav,1,35,washing_machine,False,21896,A
clock_tick_1-21934-A-38.wav,1,38,clock_tick,True,21934,A
clock_tick_1-21935-A-38.wav,1,38,clock_tick,True,21935,A
footsteps_1-223162-A-25.wav,1,25,footsteps,False,223162,A
crying_baby_1-22694-A-20.wav,1,20,crying_baby,True,22694,A
crying_baby_1-22694-B-20.wav,1,20,crying_baby,True,22694,B
church_bells_1-22804-A-46.wav,1,46,church_bells,False,22804,A
engine_1-22882-A-44.wav,1,44,engine,False,22882,A
water_drops_1-23094-A-15.wav,1,15,water_drops,False,23094,A
water_drops_1-23094-B-15.wav,1,15,water_drops,False,23094,B
thunderstorm_1-23222-A-19.wav,1,19,thunderstorm,False,23222,A
thunderstorm_1-23222-B-19.wav,1,19,thunderstorm,False,23222,B
hand_saw_1-23706-A-49.wav,1,49,hand_saw,False,23706,A
washing_machine_1-23996-A-35.wav,1,35,washing_machine,False,23996,A
washing_machine_1-23996-B-35.wav,1,35,washing_machine,False,23996,B
car_horn_1-24074-A-43.wav,1,43,car_horn,False,24074,A
car_horn_1-24076-A-43.wav,1,43,car_horn,False,24076,A
thunderstorm_1-24524-A-19.wav,1,19,thunderstorm,False,24524,A
thunderstorm_1-24524-B-19.wav,1,19,thunderstorm,False,24524,B
thunderstorm_1-24524-C-19.wav,1,19,thunderstorm,False,24524,C
airplane_1-24796-A-47.wav,1,47,airplane,False,24796,A
car_horn_1-254507-A-43.wav,1,43,car_horn,False,254507,A
fireworks_1-25777-A-48.wav,1,48,fireworks,False,25777,A
fireworks_1-25781-A-48.wav,1,48,fireworks,False,25781,A
pig_1-260640-A-2.wav,1,2,pig,False,260640,A
pig_1-260640-B-2.wav,1,2,pig,False,260640,B
pig_1-260640-C-2.wav,1,2,pig,False,260640,C
sneezing_1-26143-A-21.wav,1,21,sneezing,True,26143,A
car_horn_1-26176-A-43.wav,1,43,car_horn,False,26176,A
car_horn_1-26177-A-43.wav,1,43,car_horn,False,26177,A
door_wood_knock_1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A
rain_1-26222-A-10.wav,1,10,rain,True,26222,A
rooster_1-26806-A-1.wav,1,1,rooster,True,26806,A
washing_machine_1-27165-A-35.wav,1,35,washing_machine,False,27165,A
washing_machine_1-27166-A-35.wav,1,35,washing_machine,False,27166,A
snoring_1-27403-A-28.wav,1,28,snoring,False,27403,A
snoring_1-27405-A-28.wav,1,28,snoring,False,27405,A
rooster_1-27724-A-1.wav,1,1,rooster,True,27724,A
toilet_flush_1-28005-A-18.wav,1,18,toilet_flush,False,28005,A
sea_waves_1-28135-A-11.wav,1,11,sea_waves,True,28135,A
sea_waves_1-28135-B-11.wav,1,11,sea_waves,True,28135,B
car_horn_1-28808-A-43.wav,1,43,car_horn,False,28808,A
wind_1-29532-A-16.wav,1,16,wind,False,29532,A
rain_1-29561-A-10.wav,1,10,rain,True,29561,A
sneezing_1-29680-A-21.wav,1,21,sneezing,True,29680,A
laughing_1-30039-A-26.wav,1,26,laughing,False,30039,A
laughing_1-30043-A-26.wav,1,26,laughing,False,30043,A
toilet_flush_1-30214-A-18.wav,1,18,toilet_flush,False,30214,A
dog_1-30226-A-0.wav,1,0,dog,True,30226,A
dog_1-30344-A-0.wav,1,0,dog,True,30344,A
breathing_1-30709-A-23.wav,1,23,breathing,False,30709,A
breathing_1-30709-B-23.wav,1,23,breathing,False,30709,B
breathing_1-30709-C-23.wav,1,23,breathing,False,30709,C
coughing_1-30830-A-24.wav,1,24,coughing,False,30830,A
hen_1-31251-A-6.wav,1,6,hen,False,31251,A
hen_1-31251-B-6.wav,1,6,hen,False,31251,B
siren_1-31482-A-42.wav,1,42,siren,False,31482,A
siren_1-31482-B-42.wav,1,42,siren,False,31482,B
sneezing_1-31748-A-21.wav,1,21,sneezing,True,31748,A
frog_1-31836-A-4.wav,1,4,frog,False,31836,A
frog_1-31836-B-4.wav,1,4,frog,False,31836,B
dog_1-32318-A-0.wav,1,0,dog,True,32318,A
washing_machine_1-32373-A-35.wav,1,35,washing_machine,False,32373,A
washing_machine_1-32373-B-35.wav,1,35,washing_machine,False,32373,B
drinking_sipping_1-32579-A-29.wav,1,29,drinking_sipping,False,32579,A
laughing_1-33658-A-26.wav,1,26,laughing,False,33658,A
cat_1-34094-A-5.wav,1,5,cat,False,34094,A
cat_1-34094-B-5.wav,1,5,cat,False,34094,B
rooster_1-34119-A-1.wav,1,1,rooster,True,34119,A
rooster_1-34119-B-1.wav,1,1,rooster,True,34119,B
chirping_birds_1-34495-A-14.wav,1,14,chirping_birds,False,34495,A
chirping_birds_1-34497-A-14.wav,1,14,chirping_birds,False,34497,A
clock_alarm_1-34853-A-37.wav,1,37,clock_alarm,False,34853,A
clock_tick_1-35687-A-38.wav,1,38,clock_tick,True,35687,A
laughing_1-36164-A-26.wav,1,26,laughing,False,36164,A
laughing_1-36164-B-26.wav,1,26,laughing,False,36164,B
breathing_1-36393-A-23.wav,1,23,breathing,False,36393,A
breathing_1-36397-A-23.wav,1,23,breathing,False,36397,A
breathing_1-36400-A-23.wav,1,23,breathing,False,36400,A
breathing_1-36402-A-23.wav,1,23,breathing,False,36402,A
airplane_1-36929-A-47.wav,1,47,airplane,False,36929,A
drinking_sipping_1-37226-A-29.wav,1,29,drinking_sipping,False,37226,A
chirping_birds_1-38559-A-14.wav,1,14,chirping_birds,False,38559,A
chirping_birds_1-38560-A-14.wav,1,14,chirping_birds,False,38560,A
crow_1-39835-A-9.wav,1,9,crow,False,39835,A
crow_1-39835-B-9.wav,1,9,crow,False,39835,B
sea_waves_1-39901-A-11.wav,1,11,sea_waves,True,39901,A
sea_waves_1-39901-B-11.wav,1,11,sea_waves,True,39901,B
rooster_1-39923-A-1.wav,1,1,rooster,True,39923,A
snoring_1-39937-A-28.wav,1,28,snoring,False,39937,A
church_bells_1-40154-A-46.wav,1,46,church_bells,False,40154,A
snoring_1-40621-A-28.wav,1,28,snoring,False,40621,A
rooster_1-40730-A-1.wav,1,1,rooster,True,40730,A
snoring_1-40967-A-28.wav,1,28,snoring,False,40967,A
can_opening_1-41615-A-34.wav,1,34,can_opening,False,41615,A
crackling_fire_1-4211-A-12.wav,1,12,crackling_fire,True,4211,A
clock_tick_1-42139-A-38.wav,1,38,clock_tick,True,42139,A
rooster_1-43382-A-1.wav,1,1,rooster,True,43382,A
sea_waves_1-43760-A-11.wav,1,11,sea_waves,True,43760,A
can_opening_1-43764-A-34.wav,1,34,can_opening,False,43764,A
airplane_1-43807-A-47.wav,1,47,airplane,False,43807,A
airplane_1-43807-B-47.wav,1,47,airplane,False,43807,B
airplane_1-43807-C-47.wav,1,47,airplane,False,43807,C
airplane_1-43807-D-47.wav,1,47,airplane,False,43807,D
rooster_1-44831-A-1.wav,1,1,rooster,True,44831,A
brushing_teeth_1-45641-A-27.wav,1,27,brushing_teeth,False,45641,A
mouse_click_1-45645-A-31.wav,1,31,mouse_click,False,45645,A
chirping_birds_1-46040-A-14.wav,1,14,chirping_birds,False,46040,A
crackling_fire_1-46272-A-12.wav,1,12,crackling_fire,True,46272,A
toilet_flush_1-46274-A-18.wav,1,18,toilet_flush,False,46274,A
hand_saw_1-46353-A-49.wav,1,49,hand_saw,False,46353,A
vacuum_cleaner_1-46744-A-36.wav,1,36,vacuum_cleaner,False,46744,A
insects_1-46938-A-7.wav,1,7,insects,False,46938,A
insects_1-46938-B-7.wav,1,7,insects,False,46938,B
chainsaw_1-47250-A-41.wav,1,41,chainsaw,True,47250,A
chainsaw_1-47250-B-41.wav,1,41,chainsaw,True,47250,B
sneezing_1-47273-A-21.wav,1,21,sneezing,True,47273,A
sneezing_1-47274-A-21.wav,1,21,sneezing,True,47274,A
wind_1-47709-A-16.wav,1,16,wind,False,47709,A
wind_1-47714-A-16.wav,1,16,wind,False,47714,A
cat_1-47819-A-5.wav,1,5,cat,False,47819,A
cat_1-47819-B-5.wav,1,5,cat,False,47819,B
cat_1-47819-C-5.wav,1,5,cat,False,47819,C
snoring_1-47923-A-28.wav,1,28,snoring,False,47923,A
church_bells_1-48298-A-46.wav,1,46,church_bells,False,48298,A
clock_tick_1-48413-A-38.wav,1,38,clock_tick,True,48413,A
washing_machine_1-49098-A-35.wav,1,35,washing_machine,False,49098,A
sheep_1-49409-A-8.wav,1,8,sheep,False,49409,A
sheep_1-49409-B-8.wav,1,8,sheep,False,49409,B
rain_1-50060-A-10.wav,1,10,rain,True,50060,A
engine_1-50454-A-44.wav,1,44,engine,False,50454,A
engine_1-50455-A-44.wav,1,44,engine,False,50455,A
water_drops_1-50623-A-15.wav,1,15,water_drops,False,50623,A
pouring_water_1-50625-A-17.wav,1,17,pouring_water,False,50625,A
engine_1-50661-A-44.wav,1,44,engine,False,50661,A
pouring_water_1-50688-A-17.wav,1,17,pouring_water,False,50688,A
wind_1-51035-A-16.wav,1,16,wind,False,51035,A
wind_1-51036-A-16.wav,1,16,wind,False,51036,A
wind_1-51037-A-16.wav,1,16,wind,False,51037,A
footsteps_1-51147-A-25.wav,1,25,footsteps,False,51147,A
toilet_flush_1-51170-A-18.wav,1,18,toilet_flush,False,51170,A
pouring_water_1-51433-A-17.wav,1,17,pouring_water,False,51433,A
pouring_water_1-51436-A-17.wav,1,17,pouring_water,False,51436,A
door_wood_creaks_1-51805-A-33.wav,1,33,door_wood_creaks,False,51805,A
door_wood_creaks_1-51805-B-33.wav,1,33,door_wood_creaks,False,51805,B
door_wood_creaks_1-51805-C-33.wav,1,33,door_wood_creaks,False,51805,C
door_wood_creaks_1-51805-D-33.wav,1,33,door_wood_creaks,False,51805,D
door_wood_creaks_1-51805-E-33.wav,1,33,door_wood_creaks,False,51805,E
